respondent_id,video_id,posted_speed_limit,recommended_speed,timestamp,ip,user_agent,referrer,created_at
0171f81c-9126-4c64-8613-4478a1907af4,v05,90,65,2026-03-04T13:21:45.565Z,2001:700:300:410a:b425:432f:60aa:609,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Safari/605.1.15",https://eitanbefaltfartsgrense.netlify.app/survey.html,2026-03-04 13:21:45.973000+00:00
0171f81c-9126-4c64-8613-4478a1907af4,v02,60,60,2026-03-04T13:22:02.066Z,2001:700:300:410a:b425:432f:60aa:609,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Safari/605.1.15",https://eitanbefaltfartsgrense.netlify.app/survey.html,2026-03-04 13:22:02.286000+00:00
0171f81c-9126-4c64-8613-4478a1907af4,v03,80,80,2026-03-04T13:22:11.764Z,2001:700:300:410a:b425:432f:60aa:609,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Safari/605.1.15",https://eitanbefaltfartsgrense.netlify.app/survey.html,2026-03-04 13:22:12.084000+00:00
0171f81c-9126-4c64-8613-4478a1907af4,v04,80,65,2026-03-04T13:22:24.764Z,2001:700:300:410a:b425:432f:60aa:609,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Safari/605.1.15",https://eitanbefaltfartsgrense.netlify.app/survey.html,2026-03-04 13:22:24.910000+00:00
0171f81c-9126-4c64-8613-4478a1907af4,v06,70,50,2026-03-04T13:22:34.496Z,2001:700:300:410a:b425:432f:60aa:609,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Safari/605.1.15",https://eitanbefaltfartsgrense.netlify.app/survey.html,2026-03-04 13:22:34.810000+00:00
34d0a6e3-2360-4f62-b4ae-b913a451e1f6,v09,80,55,2026-03-04T13:22:46.952Z,2001:700:300:402a:e4ea:6fed:569e:a0f,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:148.0) Gecko/20100101 Firefox/148.0,https://eitanbefaltfartsgrense.netlify.app/survey.html,2026-03-04 13:22:46.493000+00:00
34d0a6e3-2360-4f62-b4ae-b913a451e1f6,v04,80,70,2026-03-04T13:22:53.816Z,2001:700:300:402a:e4ea:6fed:569e:a0f,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:148.0) Gecko/20100101 Firefox/148.0,https://eitanbefaltfartsgrense.netlify.app/survey.html,2026-03-04 13:22:53.353000+00:00
34d0a6e3-2360-4f62-b4ae-b913a451e1f6,v03,80,80,2026-03-04T13:23:00.579Z,2001:700:300:402a:e4ea:6fed:569e:a0f,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:148.0) Gecko/20100101 Firefox/148.0,https://eitanbefaltfartsgrense.netlify.app/survey.html,2026-03-04 13:23:00.132000+00:00
34d0a6e3-2360-4f62-b4ae-b913a451e1f6,v07,80,70,2026-03-04T13:23:12.358Z,2001:700:300:402a:e4ea:6fed:569e:a0f,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:148.0) Gecko/20100101 Firefox/148.0,https://eitanbefaltfartsgrense.netlify.app/survey.html,2026-03-04 13:23:11.909000+00:00
0171f81c-9126-4c64-8613-4478a1907af4,v09,80,60,2026-03-04T13:23:14.832Z,2001:700:300:410a:b425:432f:60aa:609,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Safari/605.1.15",https://eitanbefaltfartsgrense.netlify.app/survey.html,2026-03-04 13:23:15.156000+00:00
34d0a6e3-2360-4f62-b4ae-b913a451e1f6,v06,70,50,2026-03-04T13:23:18.874Z,2001:700:300:402a:e4ea:6fed:569e:a0f,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:148.0) Gecko/20100101 Firefox/148.0,https://eitanbefaltfartsgrense.netlify.app/survey.html,2026-03-04 13:23:18.595000+00:00
0171f81c-9126-4c64-8613-4478a1907af4,v10,70,60,2026-03-04T13:23:28.063Z,2001:700:300:410a:b425:432f:60aa:609,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Safari/605.1.15",https://eitanbefaltfartsgrense.netlify.app/survey.html,2026-03-04 13:23:28.219000+00:00
34d0a6e3-2360-4f62-b4ae-b913a451e1f6,v05,90,70,2026-03-04T13:23:33.221Z,2001:700:300:402a:e4ea:6fed:569e:a0f,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:148.0) Gecko/20100101 Firefox/148.0,https://eitanbefaltfartsgrense.netlify.app/survey.html,2026-03-04 13:23:32.774000+00:00
34d0a6e3-2360-4f62-b4ae-b913a451e1f6,v01,60,60,2026-03-04T13:23:41.306Z,2001:700:300:402a:e4ea:6fed:569e:a0f,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:148.0) Gecko/20100101 Firefox/148.0,https://eitanbefaltfartsgrense.netlify.app/survey.html,2026-03-04 13:23:40.858000+00:00
0171f81c-9126-4c64-8613-4478a1907af4,v01,60,60,2026-03-04T13:23:40.729Z,2001:700:300:410a:b425:432f:60aa:609,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Safari/605.1.15",https://eitanbefaltfartsgrense.netlify.app/survey.html,2026-03-04 13:23:40.886000+00:00
0171f81c-9126-4c64-8613-4478a1907af4,v08,80,65,2026-03-04T13:23:53.997Z,2001:700:300:410a:b425:432f:60aa:609,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Safari/605.1.15",https://eitanbefaltfartsgrense.netlify.app/survey.html,2026-03-04 13:23:54.154000+00:00
34d0a6e3-2360-4f62-b4ae-b913a451e1f6,v10,70,60,2026-03-04T13:23:56.723Z,2001:700:300:402a:e4ea:6fed:569e:a0f,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:148.0) Gecko/20100101 Firefox/148.0,https://eitanbefaltfartsgrense.netlify.app/survey.html,2026-03-04 13:23:56.259000+00:00
34d0a6e3-2360-4f62-b4ae-b913a451e1f6,v02,60,60,2026-03-04T13:24:02.982Z,2001:700:300:402a:e4ea:6fed:569e:a0f,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:148.0) Gecko/20100101 Firefox/148.0,https://eitanbefaltfartsgrense.netlify.app/survey.html,2026-03-04 13:24:02.532000+00:00
0171f81c-9126-4c64-8613-4478a1907af4,v07,80,60,2026-03-04T13:24:07.114Z,2001:700:300:410a:b425:432f:60aa:609,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Safari/605.1.15",https://eitanbefaltfartsgrense.netlify.app/survey.html,2026-03-04 13:24:07.428000+00:00
34d0a6e3-2360-4f62-b4ae-b913a451e1f6,v08,80,65,2026-03-04T13:24:14.118Z,2001:700:300:402a:e4ea:6fed:569e:a0f,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:148.0) Gecko/20100101 Firefox/148.0,https://eitanbefaltfartsgrense.netlify.app/survey.html,2026-03-04 13:24:13.744000+00:00
03b6ab0a-db4f-4d4c-a703-32de867e3783,v09,80,60,2026-03-04T13:25:44.892Z,2001:700:300:4007:6528:139b:c682:6f92,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",https://eitanbefaltfartsgrense.netlify.app/survey.html,2026-03-04 13:25:45.066000+00:00
03b6ab0a-db4f-4d4c-a703-32de867e3783,v01,60,60,2026-03-04T13:25:55.344Z,2001:700:300:4007:6528:139b:c682:6f92,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",https://eitanbefaltfartsgrense.netlify.app/survey.html,2026-03-04 13:25:55.473000+00:00
03b6ab0a-db4f-4d4c-a703-32de867e3783,v05,90,50,2026-03-04T13:26:08.416Z,2001:700:300:4007:6528:139b:c682:6f92,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",https://eitanbefaltfartsgrense.netlify.app/survey.html,2026-03-04 13:26:08.542000+00:00
03b6ab0a-db4f-4d4c-a703-32de867e3783,v03,80,80,2026-03-04T13:26:16.413Z,2001:700:300:4007:6528:139b:c682:6f92,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",https://eitanbefaltfartsgrense.netlify.app/survey.html,2026-03-04 13:26:16.588000+00:00
03b6ab0a-db4f-4d4c-a703-32de867e3783,v08,80,60,2026-03-04T13:26:26.078Z,2001:700:300:4007:6528:139b:c682:6f92,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",https://eitanbefaltfartsgrense.netlify.app/survey.html,2026-03-04 13:26:26.199000+00:00
03b6ab0a-db4f-4d4c-a703-32de867e3783,v10,70,60,2026-03-04T13:26:34.138Z,2001:700:300:4007:6528:139b:c682:6f92,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",https://eitanbefaltfartsgrense.netlify.app/survey.html,2026-03-04 13:26:34.267000+00:00
3e512428-3145-4f37-8e43-80805bb80c17,v06,70,35,2026-03-04T13:26:39.232Z,2001:700:300:4015:e0d8:2e65:472d:8961,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Safari/605.1.15",https://eitanbefaltfartsgrense.netlify.app/survey.html,2026-03-04 13:26:39.665000+00:00
